"ID","area","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","ann_mm"
"08BB005",16700,10.2164119255068,7.9618016287504,10.5804121790069,18.7898068314373,93.5382910700338,154.57524602968,144.881845352773,119.220527987503,83.3880343660505,51.796494284159,22.5766445721838,15.4113706853095,732.936886912394
"08CA001",3400,6.19918300673541,4.59536189602123,4.76650163403679,6.49742515451768,78.8890085106858,175.014453781513,124.916974789916,55.2729478562299,42.9313614276277,37.5651227105405,13.5862185393261,8.76500781051251,558.999567117662
"08CA002",7690,6.78249359265788,5.23049937734616,5.40672254989485,7.09032135916846,78.677689020992,166.315586104403,113.171480587033,52.3215960980223,44.4752146378428,38.4942255058196,13.4728144249375,8.96614670137125,540.404789959489
"08CA003",2730,7.53091512491415,5.66104618684538,5.63085357397729,7.25448039487542,73.9818650456163,157.269701726845,102.174442700157,49.3142357996008,48.3338149377652,43.2314226662533,18.8194661186853,11.3323930618789,530.534637337414
"08CB001",18800,7.65433533364154,5.74909279622829,5.80035064554417,7.83114894368366,72.3839635258359,151.836838905775,109.191610942249,54.4329848024316,45.1630395136778,39.2296048632219,15.4318541033435,10.1915561921836,524.896380567816
"08CC001",3550,9.69646817441054,7.59411889111156,8.05406198082508,11.5167549249354,71.4994481751348,167.250929577465,154.869363380282,87.1322502943442,58.7471320972711,44.4538945972711,19.3584676891918,12.9870963764029,653.159986158645
"08CD001",3550,5.84243290596546,4.73992023803281,4.983081467427,8.10237290761169,90.899614878136,90.5953727798499,32.668935355173,18.9225816299653,24.9781185001857,24.098055134518,10.4646219551194,7.70348073932487,323.998588491309
"08CE001",29000,7.27570427351327,5.72865763107826,5.82228748585668,8.33879170595366,67.5541737931034,128.21164137931,88.9351944827586,46.0715586206897,39.2732689655172,32.1007779310345,13.6744386297818,9.74260307676118,452.729097975359
"08CF001",36000,9.04555198486328,6.99998399291992,7.4028000189209,12.0178285871233,79.5708,148.32,117.339428571429,74.7879428571429,54.4268571428571,43.6462285714286,18.936,12.4024800162179,584.895901742903
"08CF003",50900,16.0201178781925,11.91757956778,15.5465304518664,24.9449115913556,104.573170923379,197.148919449902,199.19905697446,154.081571709234,116.067583497053,79.9957974913103,32.7045609792958,22.8495813812906,975.049381895119
"08CG001",9500,24.6732327847451,19.222908671361,20.5212430405787,41.0936588571649,154.81152,290.413136842105,328.869928421053,263.216235789474,191.516968421053,123.638703157895,55.6115873406661,31.9678787225021,1545.5570020486
"08CG003",1250,10.8863567150688,8.19590404397965,8.10751682682037,8.77824,31.9908097770996,98.7863037890625,104.536166291016,64.1673222539062,44.209152421875,37.7832957275391,21.7175036572266,14.3590810253906,453.517652528984
"08CG004",7230,15.882702037004,13.5440464049533,15.3739418616077,31.8583997797669,138.312554831061,270.441730883225,304.250574985181,213.647516301126,148.037462951986,94.836846473029,37.43573201015,19.0520450503853,1302.67355356947
"08CG005",844,22.1084362207205,17.1873897122207,19.6289061046438,36.8333383365184,170.210778086461,363.244143868913,454.938117806364,351.891345942141,221.272035571636,134.418686094394,53.5817459974244,28.0103153271375,1873.32523906858
"08CG006",311,16.2893962821557,11.5054479080326,12.2939420576538,22.699347581456,156.976138656119,453.867890231369,819.883212618112,767.216190043942,483.010830849254,218.081249014953,60.4436706761868,23.2861141768122,3045.55343009605
"08DA005",218,17.7106128459895,13.5104893318229,15.8897923769645,61.1220550572107,312.070458715596,555.417245287414,520.035523404463,358.758166309322,233.973577754869,149.437520383082,52.4186424815327,24.5560952331823,2314.90017918145
"08DB001",18400,22.0230469343102,18.9865878662109,22.7833826457148,55.2866086956522,201.146869565217,295.074782608696,234.40852173913,158.884434782609,125.58052173913,108.999234782609,53.136,28.134845187776,1324.44483654706
"08DB010",39.4000015258789,42.5510391853461,40.7786327842786,47.1481658255191,121.762594580768,308.945045299044,268.786065001332,124.810715670582,58.9791816007863,123.740270509882,179.126490165855,96.0048681392818,47.060074809696,1459.69314357237
"08DB011",242,58.6296597081965,60.5021346620292,63.0346315421743,139.270271152645,414.804154939438,565.170247933884,489.71187114621,357.341353401625,339.316360095316,263.781820292827,134.255603121923,85.1996819620684,2971.01778995834
"08DB013",26,40.1833584277184,22.8190942702713,30.9119738825075,68.1183295616737,175.663304806804,243.249230531546,171.689855853804,91.7425590803335,117.50874706939,141.947840505642,76.0509888497028,48.7557104532535,1228.64099329265
"08DB014",18,29.6537144345897,16.7585143549102,19.2164569667407,47.9828569803919,185.989373465947,234.915429660252,119.858399472918,60.0514276845115,79.364572099277,119.762743244852,67.0422854764121,41.9297139721257,1022.52548781293
"08DC006",350,30.7512540969275,27.9526737529783,32.1126068036072,68.5193150547573,200.157258034842,356.379430454799,494.356110717773,482.452112339565,333.87428414481,197.903999189104,72.8022858319964,38.9260800770351,2336.1874104982
"08DD001",1480,47.1321481956018,38.3440134383537,35.3564634229041,70.3809732179384,227.953556940852,374.672432432432,455.689945945946,391.987459459459,290.864432076119,206.140281357224,87.9061612268396,53.9058163542876,2280.33368406796
"08EB004",1880,13.149329400651,10.6787029329665,16.9546521177901,62.2171920240686,150.090127840732,166.145361561877,95.4393693432098,48.6718466092373,54.3584680062152,68.3086977636459,39.3768000631129,19.1700305966316,744.560578260138
"08EB005",12400,11.2631999816895,9.24483861812469,11.0160001144409,29.2927969545658,177.564705882353,265.335711574953,154.401882352941,70.0094117647059,65.9927134724858,69.6155294117647,30.2223756834316,14.1251292275821,908.084295039038
"08EC013",6760,9.22119764321231,7.98514078679734,8.43009232280663,11.0568994375376,34.2988404382108,47.4190296638082,37.0670486517009,23.5812780561278,15.7040946355515,13.0895573259162,11.4019881705561,10.0770177262887,229.332184858514
"08ED001",732,32.5896394373159,23.5832263765179,21.7522215760718,31.8358845082699,180.76802819286,309.054609731067,217.943213766129,118.966819625604,83.6498357053663,97.0432122540083,78.4646550600646,44.7948983583294,1240.4462445916
"08ED002",1900,38.5313681969894,28.0066358695582,24.5426022486637,26.3883789126748,120.880420335629,269.204210526316,226.160336842105,150.089077106034,103.629979016756,104.354222942794,82.7621051764237,53.4317307683041,1227.98106794225
"08EE004",7340,13.7325777262758,10.3063585919372,11.4105678984515,32.9803160897653,112.658223433243,129.729482288828,82.2738310626703,47.7781798365123,33.5276730604458,37.1643204081273,31.2546702862565,18.5359390063377,561.35213968885
"08EE008",125,4.99539458856583,3.56387329090118,4.58327808757782,29.3918974880219,106.478899996948,109.492992718506,67.7242365820313,35.8741326489258,25.5032063278198,28.0510618160248,15.6017663772583,7.15382783123016,438.414567753811
